Location,Index Year,Breakdown,Characteristic,Rank,z_rate,z_oppshare,z_startup_den,norm_rate,norm_opp,norm_density,year_CPS,OppShare_New_Entrp,Rate_New_Entrp,startup_index,year_BDS,startup_density,Composition_of_New_Entrp,rank_last_y,rank_diff,index_last_y,index_diff,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text,dataset
10,1999,,,21,-3.21101,0.87151,0.47409,11.90476,63.22923,31.32203,1998,0.8299,0.0023,,1996,100.15,,,,,,Delaware,Small,8.299,230,the state of,.,State Profile
10,1981,,,,,,2.07168,,,8.40336,1980,,,,1978,118.65,,,,,,Delaware,Small,,,the state of,.,State Profile
10,1986,,,,,,0.86788,,,13.04848,1985,,,,1983,104.71,,,,,,Delaware,Small,,,the state of,.,State Profile
10,1980,,,,,,5.58117,,,24.49963,1979,,,,1977,159.28999,,,,,,Delaware,Small,,,the state of,.,State Profile
10,2016,,,16,-2.75229,1.77374,-1.94041,18.75,76.33196,37.75566,2015,0.8622,0.0024,,2013,72.19,,14,-2,-0.39,-0.58,Delaware,Small,8.622,240,the state of,a slight decrease,State Profile
10,2014,,,15,-1.37615,2.08659,-2.12003,26.66667,74.61646,27.05391,2013,0.8734,0.0027,,2011,70.11,,13,-2,-1.05,0.58,Delaware,Small,8.734,270,the state of,a slight increase,State Profile
10,2001,,,20,-5.9633,3.88827,1.07945,5.26316,96.38964,39.7536,2000,0.9379,0.0017,,1998,107.16,,21,1,-0.76,0.43,Delaware,Small,9.379,170,the state of,a slight increase,State Profile
10,2011,,,23,-3.66972,-0.3743,-1.05872,0,55.29254,26.66558,2010,0.7853,0.0022,,2008,82.4,,24,1,-1.64,-0.06,Delaware,Small,7.853,220,the state of,basically no changes ,State Profile
10,1992,,,,,,2.06563,,,58.25927,1991,,,,1989,118.58,,,,,,Delaware,Small,,,the state of,.,State Profile
12,1984,,,,,,5.77979,,,57.48898,1983,,,,1981,161.59,,,,,,Florida,Large,,,the state of,.,State Profile
12,2013,,,5,3.66972,-1.74022,0.56649,76.92308,67.86015,100,2012,0.7364,0.0038,,2010,101.22,,6,1,0.75,0.08,Florida,Large,7.364,380,the state of,basically no changes ,State Profile
12,1982,,,,,,6.66667,,,78.12395,1981,,,,1979,171.86,,,,,,Florida,Large,,,the state of,.,State Profile
12,1998,,,,,,3.14853,,,92.71346,1997,,,,1995,131.12,,,,,,Florida,Large,,,the state of,.,State Profile
12,1980,,,,,,9.3532,,,89.16685,1979,,,,1977,202.97,,,,,,Florida,Large,,,the state of,.,State Profile
12,2016,,,2,2.75229,-0.09218,0.60363,85.71429,54.02394,100,2015,0.7954,0.0036,,2013,101.65,,1,-1,1.11,-0.02,Florida,Large,7.954,360,the state of,basically no changes ,State Profile
12,2007,,,3,0,1.06983,4.70553,54.54546,76.07951,100,2006,0.837,0.003,,2004,149.14999,,5,2,1.2,0.73,Florida,Large,8.37,300,the state of,a slight increase,State Profile
12,2003,,,4,-0.91743,1.77654,2.17789,48,63.95617,100,2002,0.8623,0.0028,,2000,119.88,,3,-1,1.49,-0.48,Florida,Large,8.623,280,the state of,a slight decrease,State Profile
12,2010,,,3,4.12844,0.40224,2.67444,74.19355,73.36266,100,2009,0.8131,0.0039,,2007,125.63,,3,0,2.54,-0.14,Florida,Large,8.131,390,the state of,basically no changes ,State Profile
12,1986,,,,,,5.06218,,,100,1985,,,,1983,153.28,,,,,,Florida,Large,,,the state of,.,State Profile
12,2005,,,6,-0.45872,0.06145,2.86701,54.54545,71.56327,100,2004,0.8009,0.0029,,2002,127.86,,5,-1,0.77,0.05,Florida,Large,8.009,290,the state of,basically no changes ,State Profile
12,1994,,,,,,3.47755,,,100,1993,,,,1991,134.92999,,,,,,Florida,Large,,,the state of,.,State Profile
12,1993,,,,,,3.71848,,,95.17827,1992,,,,1990,137.72,,,,,,Florida,Large,,,the state of,.,State Profile
12,1990,,,,,,5.98532,,,100,1989,,,,1987,163.97,,,,,,Florida,Large,,,the state of,.,State Profile
12,2008,,,3,0.91743,1.17877,4.22539,65.21739,86.63484,100,2007,0.8409,0.0032,,2005,143.59,,3,0,1.93,0.18,Florida,Large,8.409,320,the state of,basically no changes ,State Profile
12,1991,,,,,,4.69085,,,100,1990,,,,1988,148.98,,,,,,Florida,Large,,,the state of,.,State Profile
12,2014,,,2,2.75229,-0.7067,0.94041,75,65.63601,100,2013,0.7734,0.0036,,2011,105.55,,5,3,0.83,0.17,Florida,Large,7.734,360,the state of,basically no changes ,State Profile
12,1999,,,5,1.83486,-0.12011,3.01382,60.71428,28.30189,96.79699,1998,0.7944,0.0034,,1996,129.56,,,,,,Florida,Large,7.944,340,the state of,.,State Profile
12,2001,,,3,-0.45872,1.7514,2.67012,56,58.50303,98.39698,2000,0.8614,0.0029,,1998,125.58,,4,1,1.42,-0.1,Florida,Large,8.614,290,the state of,basically no changes ,State Profile
12,2011,,,4,4.58716,-1.19553,1.63644,69.69697,64.289,98.55009,2010,0.7559,0.004,,2008,113.61,,3,-1,2.4,-0.72,Florida,Large,7.559,400,the state of,a slight decrease,State Profile
12,2006,,,5,-0.45872,0.70391,3.35233,44,84.96659,100,2005,0.8239,0.0029,,2003,133.48,,6,1,0.82,0.38,Florida,Large,8.239,290,the state of,a slight increase,State Profile
12,1987,,,,,,5.83851,,,85.46704,1986,,,,1984,162.27,,,,,,Florida,Large,,,the state of,.,State Profile
12,1997,,,,,,3.58377,,,100,1996,,,,1994,136.16,,,,,,Florida,Large,,,the state of,.,State Profile
12,1981,,,,,,7.53886,,,100,1980,,,,1978,181.96001,,,,,,Florida,Large,,,the state of,.,State Profile
12,1985,,,,,,5.65026,,,87.91324,1984,,,,1982,160.09,,,,,,Florida,Large,,,the state of,.,State Profile
12,1992,,,,,,3.84974,,,100,1991,,,,1989,139.24001,,,,,,Florida,Large,,,the state of,.,State Profile
12,1989,,,,,,5.76943,,,96.67085,1988,,,,1986,161.47,,,,,,Florida,Large,,,the state of,.,State Profile
12,2004,,,5,-0.45872,0.53631,2.24352,50,57.55901,100,2003,0.8179,0.0029,,2001,120.64,,4,-1,1.01,-0.24,Florida,Large,8.179,290,the state of,basically no changes ,State Profile
12,1996,,,,,,3.78843,,,100,1995,,,,1993,138.53,,,,,,Florida,Large,,,the state of,.,State Profile
12,2017,,,3,3.66972,0.96089,0.34456,84,75.97665,100,2016,0.8331,0.0038,,2014,98.65,,2,-1,1.09,0.57,Florida,Large,8.331,380,the state of,a slight increase,State Profile
12,2015,,,1,2.29358,0.12291,0.92314,81.81818,56.08308,100,2014,0.8031,0.0035,,2012,105.35,,2,1,1,0.11,Florida,Large,8.031,350,the state of,basically no changes ,State Profile
12,2002,,,3,-0.45872,2.30168,2.61917,60,72.42799,100,2001,0.8811,0.0029,,1999,124.99,,3,0,1.32,0.17,Florida,Large,8.811,290,the state of,basically no changes ,State Profile
12,2000,,,4,0.91743,0.5,2.83938,70.83334,48.13964,89.64339,1999,0.8166,0.0032,,1997,127.54,,5,1,1.58,-0.16,Florida,Large,8.166,320,the state of,basically no changes ,State Profile
12,1988,,,,,,5.7772,,,89.13926,1987,,,,1985,161.56,,,,,,Florida,Large,,,the state of,.,State Profile
12,1983,,,,,,6.33506,,,84.64121,1982,,,,1980,168.02,,,,,,Florida,Large,,,the state of,.,State Profile
12,1995,,,,,,3.75734,,,100,1994,,,,1992,138.17,,,,,,Florida,Large,,,the state of,.,State Profile
12,2009,,,3,2.29358,1.48045,3.84888,61.29033,70.16317,100,2008,0.8517,0.0035,,2006,139.23,,3,0,2.11,0.43,Florida,Large,8.517,350,the state of,a slight increase,State Profile
12,2012,,,6,4.58716,-2.82123,0.46978,84.61539,54.70086,100,2011,0.6977,0.004,,2009,100.1,,4,-2,1.68,-0.93,Florida,Large,6.977,400,the state of,a slight decrease,State Profile
13,1986,,,,,,2.60363,,,54.99526,1985,,,,1983,124.81,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1998,,,,,,2.58895,,,79.41297,1997,,,,1995,124.64,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1993,,,,,,1.61831,,,50.2494,1992,,,,1990,113.4,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1980,,,,,,7.08895,,,59.07735,1979,,,,1977,176.75,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1987,,,,,,4.22107,,,57.52014,1986,,,,1984,143.53999,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2011,,,1,9.17431,-1.47207,0.91796,100,59.73309,80.27242,2010,0.746,0.005,,2008,105.29,,2,1,2.79,0.08,Georgia,Large,7.46,500,the state of,basically no changes ,State Profile
13,1981,,,,,,5.12176,,,61.60493,1980,,,,1978,153.97,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2010,,,2,7.79816,-1.09776,1.6753,100,47.11633,78.50241,2009,0.7594,0.0047,,2007,114.06,,1,-1,3.81,-1.02,Georgia,Large,7.594,470,the state of,a large decrease,State Profile
13,2004,,,7,-1.37615,-0.60056,1.17789,41.66666,37.11702,72.75939,2003,0.7772,0.0027,,2001,108.3,,18,11,-1,0.73,Georgia,Large,7.772,270,the state of,a slight increase,State Profile
13,1984,,,,,,2.61572,,,28.66582,1983,,,,1981,124.95,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2001,,,11,-1.37615,0.26536,2.51382,48,29.224,94.13011,2000,0.8082,0.0027,,1998,123.77,,8,-3,0.66,-0.19,Georgia,Large,8.082,270,the state of,basically no changes ,State Profile
13,2012,,,5,5.9633,-2.8743,-0.6753,96.15385,53.96271,68.1709,2011,0.6958,0.0043,,2009,86.84,,1,-4,2.87,-2.07,Georgia,Large,6.958,430,the state of,a large decrease,State Profile
13,1996,,,,,,2.26079,,,70.05755,1995,,,,1993,120.84,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2007,,,1,3.66972,2.04469,1.67012,90.90909,100,50.93523,2006,0.8719,0.0038,,2004,114,,2,1,1.91,0.55,Georgia,Large,8.719,380,the state of,a slight increase,State Profile
13,1989,,,,,,4.08808,,,69.55008,1988,,,,1986,142,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1982,,,,,,3.84456,,,41.10116,1981,,,,1979,139.17999,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2014,,,11,-0.45872,-4.2514,-0.80052,45.83333,15.96869,57.36942,2013,0.6465,0.0029,,2011,85.39,,9,-2,-0.06,-1.78,Georgia,Large,6.465,290,the state of,a large decrease,State Profile
13,1990,,,,,,3.94991,,,58.45963,1989,,,,1987,140.39999,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2016,,,11,-0.45872,-0.87989,-0.97409,52.38095,42.38548,57.45225,2015,0.7672,0.0029,,2013,83.38,,13,2,-1.36,0.59,Georgia,Large,7.672,290,the state of,a slight increase,State Profile
13,1999,,,4,0.91743,1.82123,2.71157,53.57143,63.74299,89.51746,1998,0.8639,0.0032,,1996,126.06,,,,,,Georgia,Large,8.639,320,the state of,.,State Profile
13,1992,,,,,,2.14076,,,60.54624,1991,,,,1989,119.45,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1994,,,,,,1.72971,,,64.27817,1993,,,,1991,114.69,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1997,,,,,,2.64421,,,80.93234,1996,,,,1994,125.28,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1983,,,,,,2.98273,,,39.71065,1982,,,,1980,129.2,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2003,,,18,-3.66972,-1.06704,1.74957,24,5.24798,88.0597,2002,0.7605,0.0022,,2000,114.92,,19,1,-0.61,-0.39,Georgia,Large,7.605,220,the state of,a slight decrease,State Profile
13,2013,,,9,3.66972,-2.83799,-1.00086,76.92308,51.30581,59.34139,2012,0.6971,0.0038,,2010,83.07,,5,-4,0.8,-0.86,Georgia,Large,6.971,380,the state of,a slight decrease,State Profile
13,2006,,,2,2.75229,1.4581,1.51382,72,100,62.83171,2005,0.8509,0.0036,,2003,112.19,,4,2,1.09,0.82,Georgia,Large,8.509,360,the state of,a slight increase,State Profile
13,2005,,,4,0,1.58101,1.68394,59.09091,98.56079,71.85125,2004,0.8553,0.003,,2002,114.16,,7,3,-0.27,1.36,Georgia,Large,8.553,300,the state of,a large increase,State Profile
13,2008,,,1,4.58716,1.80447,1.88342,100,100,58.27051,2007,0.8633,0.004,,2005,116.47,,1,0,2.46,0.3,Georgia,Large,8.633,400,the state of,a slight increase,State Profile
13,2002,,,19,-2.29358,-1.63128,2.10881,44,0,86.61382,2001,0.7403,0.0025,,1999,119.08,,11,-8,0.47,-1.08,Georgia,Large,7.403,250,the state of,a large decrease,State Profile
13,1988,,,,,,4.12262,,,60.35751,1987,,,,1985,142.39999,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2000,,,8,-1.37615,0.94134,2.41537,50,55.39734,79.15865,1999,0.8324,0.0027,,1997,122.63,,4,-4,1.82,-1.16,Georgia,Large,8.324,270,the state of,a large decrease,State Profile
13,1991,,,,,,2.71762,,,58.71726,1990,,,,1988,126.13,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2009,,,1,7.79816,1.65643,1.96373,100,73.8345,63.35404,2008,0.858,0.0047,,2006,117.4,,1,0,2.76,1.05,Georgia,Large,8.58,470,the state of,a large increase,State Profile
13,2017,,,8,1.37615,1.87989,-1.06131,64,90.74989,60.51419,2016,0.866,0.0033,,2014,82.37,,11,3,-0.77,1.5,Georgia,Large,8.66,330,the state of,a large increase,State Profile
13,1985,,,,,,2.87133,,,45.86437,1984,,,,1982,127.91,,,,,,Georgia,Large,,,the state of,.,State Profile
13,1995,,,,,,2.10967,,,67.22775,1994,,,,1992,119.09,,,,,,Georgia,Large,,,the state of,.,State Profile
13,2015,,,13,-0.45872,-2.84916,-0.7867,54.54545,3.46192,57.50162,2014,0.6967,0.0029,,2012,85.55,,11,-2,-1.84,0.48,Georgia,Large,6.967,290,the state of,a slight increase,State Profile
15,2014,,,8,0.45872,2.86872,-2.88601,40,87.63366,9.40919,2013,0.9014,0.0031,,2011,61.24,,15,7,-1.11,1.26,Hawaii,Small,9.014,310,the state of,a large increase,State Profile
15,2003,,,16,-1.37615,1.25978,-0.73575,35.89744,55.62212,21.86919,2002,0.8438,0.0027,,2000,86.14,,23,7,-1.55,1.27,Hawaii,Small,8.438,270,the state of,a large increase,State Profile
15,2017,,,14,0.45872,1.32961,-2.76425,44,60.77457,20.11535,2016,0.8463,0.0031,,2014,62.65,,8,-6,0.31,-0.64,Hawaii,Small,8.463,310,the state of,a slight decrease,State Profile
15,2010,,,21,-3.21101,0.93575,-0.93955,14.81482,54.3989,17.41026,2009,0.8322,0.0023,,2007,83.78,,17,-4,-0.15,-0.92,Hawaii,Small,8.322,230,the state of,a slight decrease,State Profile
15,1990,,,,,,2.05181,,,36.39571,1989,,,,1987,118.42,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1996,,,,,,-0.15199,,,21.64675,1995,,,,1993,92.9,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,2008,,,15,0.91743,1.67877,-0.66408,51.6129,76.59698,14.32696,2007,0.8588,0.0032,,2005,86.97,,14,-1,0.72,-0.08,Hawaii,Small,8.588,320,the state of,basically no changes ,State Profile
15,1984,,,,,,3.72712,,,63.09282,1983,,,,1981,137.82001,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1998,,,,,,-0.35147,,,11.77733,1997,,,,1995,90.59,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1988,,,,,,1.88601,,,28.36191,1987,,,,1985,116.5,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,2001,,,22,-1.37615,-0.37709,-0.64162,31.57895,44.38011,12.47091,2000,0.7852,0.0027,,1998,87.23,,22,0,-1.15,0.35,Hawaii,Small,7.852,270,the state of,a slight increase,State Profile
15,2009,,,17,-1.37615,1.44134,-0.52591,34.28571,56.69725,12.90543,2008,0.8503,0.0027,,2006,88.57,,15,-2,0.64,-0.79,Hawaii,Small,8.503,270,the state of,a slight decrease,State Profile
15,2013,,,15,-1.37615,1.06983,-3.01123,33.33333,66.15905,16.41569,2012,0.837,0.0027,,2010,59.79,,20,5,-1.53,0.42,Hawaii,Small,8.37,270,the state of,a slight increase,State Profile
15,1983,,,,,,4.29275,,,56.98595,1982,,,,1980,144.37,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1995,,,,,,-0.00345,,,28.90779,1994,,,,1992,94.62,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1987,,,,,,0.4905,,,0,1986,,,,1984,100.34,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,2011,,,22,-3.21101,0.21229,-1.72971,3.84615,64.67173,14.00879,2010,0.8063,0.0023,,2008,74.63,,21,-1,-1.07,-0.51,Hawaii,Small,8.063,230,the state of,a slight decrease,State Profile
15,2006,,,16,-1.37615,1.84078,-0.71071,25,69.06308,24.35173,2005,0.8646,0.0027,,2003,86.43,,13,-3,0.13,-0.21,Hawaii,Small,8.646,270,the state of,basically no changes ,State Profile
15,2016,,,8,1.37615,2.46369,-2.92228,46.875,88.98566,17.17647,2015,0.8869,0.0033,,2013,60.82,,5,-3,0.64,-0.33,Hawaii,Small,8.869,330,the state of,a slight decrease,State Profile
15,1981,,,,,,4.77202,,,38.95837,1980,,,,1978,149.92,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1997,,,,,,-0.24698,,,13.43432,1996,,,,1994,91.8,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1986,,,,,,2.26857,,,27.39738,1985,,,,1983,120.93,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,2002,,,23,-1.83486,-1.55587,-1.27202,32.43243,9.98108,14.19184,2001,0.743,0.0026,,1999,79.93,,22,-1,-0.8,-0.75,Hawaii,Small,7.43,260,the state of,a slight decrease,State Profile
15,2015,,,5,2.29358,2.53073,-2.90155,47.22222,93.32698,7.03175,2014,0.8893,0.0035,,2012,61.06,,8,3,0.15,0.49,Hawaii,Small,8.893,350,the state of,a slight increase,State Profile
15,1994,,,,,,1.06563,,,45.57592,1993,,,,1991,107,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1980,,,,,,6.3981,,,33.1059,1979,,,,1977,168.75,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,2007,,,14,1.37615,1.36592,-0.59326,39.02439,73.19403,17.01578,2006,0.8476,0.0033,,2004,87.79,,16,2,-0.08,0.8,Hawaii,Small,8.476,330,the state of,a slight increase,State Profile
15,1985,,,,,,2.64335,,,35.95918,1984,,,,1982,125.27,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,2005,,,13,-1.37615,2.17598,-0.41969,27.90698,77.64209,28.5063,2004,0.8766,0.0027,,2002,89.8,,12,-1,-0.18,0.31,Hawaii,Small,8.766,270,the state of,a slight increase,State Profile
15,1991,,,,,,1.1399,,,43.74129,1990,,,,1988,107.86,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1993,,,,,,1.07427,,,43.63606,1992,,,,1990,107.1,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1992,,,,,,0.57513,,,31.81121,1991,,,,1989,101.32,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1982,,,,,,4.52936,,,44.09425,1981,,,,1979,147.11,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,2000,,,22,-1.83486,-1.01397,-0.59931,25,34.7295,12.31249,1999,0.7624,0.0026,,1997,87.72,,23,1,-1.16,0.01,Hawaii,Small,7.624,260,the state of,basically no changes ,State Profile
15,1989,,,,,,1.34542,,,26.54512,1988,,,,1986,110.24,,,,,,Hawaii,Small,,,the state of,.,State Profile
15,1999,,,23,-4.12844,0.89386,-0.23316,7.14286,63.70065,18.21383,1998,0.8307,0.0021,,1996,91.96,,,,,,Hawaii,Small,8.307,210,the state of,.,State Profile
15,2012,,,20,-3.21101,1.15084,-2.538,4.76191,86.39605,17.73512,2011,0.8399,0.0023,,2009,65.27,,22,2,-1.58,0.05,Hawaii,Small,8.399,230,the state of,basically no changes ,State Profile
15,2004,,,12,-1.37615,1.7486,-0.91623,35.29412,70.1643,26.15408,2003,0.8613,0.0027,,2001,84.05,,16,4,-0.28,0.1,Hawaii,Small,8.613,270,the state of,basically no changes ,State Profile
16,2014,,,3,3.21101,1.5,-1.7038,60,64.85355,36.64214,2013,0.8524,0.0037,,2011,74.93,,6,3,0.4,0.6,Idaho,Small,8.524,370,the state of,a slight increase,State Profile
16,2012,,,3,5.04587,-2.55028,-1.25734,90.47619,13.71366,46.19962,2011,0.7074,0.0041,,2009,80.1,,6,3,0.73,-0.32,Idaho,Small,7.074,410,the state of,a slight decrease,State Profile
16,1989,,,,,,1.95769,,,35.71244,1988,,,,1986,117.33,,,,,,Idaho,Small,,,the state of,.,State Profile
16,2007,,,2,6.42202,0.80726,1.7513,65.85366,61.25373,55.96843,2006,0.8276,0.0044,,2004,114.94,,2,0,3.2,-0.21,Idaho,Small,8.276,440,the state of,basically no changes ,State Profile
16,2009,,,2,4.58716,0.45531,4.04577,71.42857,40.50459,85.35649,2008,0.815,0.004,,2006,141.50999,,2,0,3.06,-0.03,Idaho,Small,8.15,400,the state of,basically no changes ,State Profile
16,1981,,,,,,6.20553,,,55.17882,1980,,,,1978,166.52,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1992,,,,,,1.1399,,,41.83267,1991,,,,1989,107.86,,,,,,Idaho,Small,,,the state of,.,State Profile
16,2002,,,5,5.50459,-0.43017,1.85147,75.67567,29.04447,59.90142,2001,0.7833,0.0042,,1999,116.1,,8,3,2.04,0.27,Idaho,Small,7.833,420,the state of,a slight increase,State Profile
16,2006,,,2,6.42202,1.73464,1.43955,63.63636,67.30055,56.31579,2005,0.8608,0.0044,,2003,111.33,,4,2,2.22,0.98,Idaho,Small,8.608,440,the state of,a slight increase,State Profile
16,1997,,,,,,3.2228,,,79.58511,1996,,,,1994,131.98,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1980,,,,,,8.62521,,,56.5684,1979,,,,1977,194.53999,,,,,,Idaho,Small,,,the state of,.,State Profile
16,2011,,,6,4.12844,-2.7067,0.78325,65.38461,17.99911,61.41066,2010,0.7018,0.0039,,2008,103.73,,2,-4,2.59,-1.86,Idaho,Small,7.018,390,the state of,a large decrease,State Profile
16,1982,,,,,,5.87997,,,59.84291,1981,,,,1979,162.75,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1990,,,,,,2.11313,,,37.39768,1989,,,,1987,119.13,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1988,,,,,,2.14508,,,31.74639,1987,,,,1985,119.5,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1984,,,,,,2.83765,,,49.09634,1983,,,,1981,127.52,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1983,,,,,,4.56477,,,60.70628,1982,,,,1980,147.52,,,,,,Idaho,Small,,,the state of,.,State Profile
16,2017,,,5,0.91743,2.63687,-1.24871,48,84.01192,50.78643,2016,0.8931,0.0032,,2014,80.2,,7,2,0.66,0.11,Idaho,Small,8.931,320,the state of,basically no changes ,State Profile
16,2004,,,5,2.29358,0.7095,1.2323,58.82353,56.27334,62.38533,2003,0.8241,0.0035,,2001,108.93,,3,-2,2.15,-0.74,Idaho,Small,8.241,350,the state of,a slight decrease,State Profile
16,1986,,,,,,2.24439,,,27.14968,1985,,,,1983,120.65,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1985,,,,,,2.92142,,,39.2449,1984,,,,1982,128.49001,,,,,,Idaho,Small,,,the state of,.,State Profile
16,2000,,,10,3.66972,-1.67877,3.09326,55,24.34555,72.82763,1999,0.7386,0.0038,,1997,130.48,,7,-3,2.41,-0.72,Idaho,Small,7.386,380,the state of,a slight decrease,State Profile
16,2008,,,2,6.42202,0.2095,2.53627,90.32258,46.0511,65.28255,2007,0.8062,0.0044,,2005,124.03,,2,0,2.99,0.07,Idaho,Small,8.062,440,the state of,basically no changes ,State Profile
16,1999,,,7,4.58716,-0.2095,2.85924,52.38095,40.42427,75.52817,1998,0.7912,0.004,,1996,127.77,,,,,,Idaho,Small,7.912,400,the state of,.,State Profile
16,1993,,,,,,2.26943,,,67.2176,1992,,,,1990,120.94,,,,,,Idaho,Small,,,the state of,.,State Profile
16,1987,,,,,,2.64939,,,24.83362,1986,,,,1984,125.34,,,,,,Idaho,Small,,,the state of,.,State Profile
16,2010,,,2,5.9633,-0.91899,2.72366,88.88889,23.81391,79.05827,2009,0.7658,0.0043,,2007,126.2,,2,0,3.03,-0.44,Idaho,Small,7.658,430,the state of,a slight decrease,State Profile
16,2003,,,3,4.58716,0.39944,1.45682,69.23077,41.42857,58.2081,2002,0.813,0.004,,2000,111.53,,5,2,2.31,-0.16,Idaho,Small,8.13,400,the state of,basically no changes ,State Profile
16,1991,,,,,,0.98359,,,40.58578,1990,,,,1988,106.05,,,,,,Idaho,Small,,,the state of,.,State Profile
16,2016,,,7,0.91743,2.65084,-1.57945,43.75,92.41803,45.32127,2015,0.8936,0.0032,,2013,76.37,,4,-3,0.92,-0.26,Idaho,Small,8.936,320,the state of,a slight decrease,State Profile
16,2015,,,4,1.37615,2.92179,-1.53972,41.66666,100,40.63499,2014,0.9033,0.0033,,2012,76.83,,3,-1,1,-0.08,Idaho,Small,9.033,330,the state of,basically no changes ,State Profile
